setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oHMZH,293.15,0.0246,101,1055.01,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.0444,101,1087.36,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.0743,101,1124.18,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.1571,101,1192.03,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.2195,101,1227.49,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.2768,101,1253.4,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.3721,101,1288.07,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.4755,101,1318.98,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.588,101,1344.35,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.631,101,1352.66,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.7045,101,1364.77,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.7807,101,1375.58,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,293.15,0.9067,101,1390.15,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.0246,101,1050.43,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.0444,101,1082.72,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.0743,101,1119.6,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.1571,101,1187.22,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.2195,101,1222.75,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.2768,101,1248.66,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.3721,101,1283.27,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.4755,101,1314.25,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.588,101,1339.65,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.631,101,1347.99,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.7045,101,1360,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.7807,101,1370.92,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,298.15,0.9067,101,1385.5,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
oHMZH,303.15,0.0246,101,1045.86,Vranes et al. (2013),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
