setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BqwPz,298.15,0,101,799.54,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.0024,101,802.58,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.0049,101,805.15,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.0073,101,807.85,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.5335,101,1108.18,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.6016,101,1128.31,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.6907,101,1151.79,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.7537,101,1166.69,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.7963,101,1175.81,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.8439,101,1185.61,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,0.9036,101,1197.16,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,298.15,1,101,1214.1,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0,101,784.66,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.0219,101,807.83,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.027,101,812.74,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.0344,101,820.01,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.0448,101,830.07,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.0497,101,834.6,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.0814,101,862.38,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.1249,101,896.43,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.1758,101,931.98,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.2369,101,968.83,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.2929,101,998.34,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.3562,101,1027.63,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.429,101,1057.15,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.5082,101,1085.18,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.5961,101,1112.05,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.7151,101,1142.84,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.7718,101,1155.9,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.8257,101,1167.08,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.8746,101,1176.77,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.9113,101,1183.52,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.9437,101,1189.27,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,0.9734,101,1194.38,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
BqwPz,318.15,1,101,1200.23,Vreekamp et al. (2011),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
