setid,"Temperature, K","Solvent: MolaRity of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate, mol/dm3","MolaLity of N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wzihe,298.15,0.01,0.0192,101,789.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.01,0.023,101,789.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.0076,101,789,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.0102,101,789.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.0128,101,789.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.0153,101,789.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.0192,101,789.9,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.015,0.023,101,790.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.0076,101,789.5,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.0102,101,789.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.0128,101,789.9,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.0153,101,790.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.0192,101,790.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.02,0.023,101,790.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.0076,101,777.8,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.0102,101,778,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.0128,101,778.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.0153,101,778.3,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.0192,101,778.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0,0.023,101,778.9,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.0076,101,778.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.0102,101,778.8,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.0128,101,779,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.0153,101,779.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.0192,101,779.5,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.005,0.023,101,779.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.0076,101,779.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.0102,101,779.3,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.0128,101,779.5,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.0153,101,779.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.0192,101,780,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.01,0.023,101,780.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.0076,101,779.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.0102,101,779.8,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.0128,101,780,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.0153,101,780.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.0192,101,780.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.015,0.023,101,780.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.02,0.0076,101,780.1,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.02,0.0102,101,780.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.02,0.0128,101,780.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.02,0.0153,101,780.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,308.15,0.02,0.0192,101,780.9,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
