setid,"Temperature, K","Solvent: MolaRity of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate, mol/dm3","MolaLity of N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wzihe,298.15,0,0.0076,101,787.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0,0.0102,101,787.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0,0.0128,101,787.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0,0.0153,101,787.8,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0,0.0192,101,788,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0,0.023,101,788.3,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.0076,101,788.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.0102,101,788.4,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.0128,101,788.5,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.0153,101,788.7,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.0192,101,789,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.005,0.023,101,789.3,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.01,0.0076,101,788.6,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.01,0.0102,101,788.8,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.01,0.0128,101,789,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
wzihe,298.15,0.01,0.0153,101,789.2,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,ABWxIg,[Cl-].[OH2+][Cr-3]123([OH2+])Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,"N,N'-ethylenebis(salicylideneiminato)diaquachromium(III) chloride",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
