setid,"Temperature, K","Pressure, kPa",Mole fraction of carbon dioxide,"Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kAUFh,298.15,1235,0.28,0.00020404,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,298.15,3254,0.533,0.0001415,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,2005,0.302,0.00020211,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,4250,0.483,0.00016073,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,6213,0.587,0.00013668,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,8156,0.657,0.00011967,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,10081,0.711,0.00010493,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,12307,0.743,9.597e-05,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,323.15,14625,0.749,9.492e-05,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,2182,0.247,0.00021863,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,4070,0.416,0.00017766,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,6063,0.509,0.00015589,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,7999,0.579,0.00013943,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,9938,0.636,0.00012491,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,12143,0.684,0.00011169,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
kAUFh,343.15,14682,0.709,0.00010559,Ren et al. (2010b),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
