setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
okvZQ,298.15,0.1591,100,881.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.2392,100,909.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.3493,100,946,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.4396,100,974,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.5621,100,1009.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.649,100,1033.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.7407,100,1057.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.8495,100,1083.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,0.9397,100,1104.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,298.15,1,100,1117.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.0806,100,848.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.1591,100,877.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.2392,100,905.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.3493,100,942.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.4396,100,970.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.5621,100,1006.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.649,100,1030,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.7407,100,1053.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.8495,100,1080.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,0.9397,100,1101.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,303.15,1,100,1114.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.0806,100,845.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.1591,100,874.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.2392,100,902.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.3493,100,938.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.4396,100,966.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.5621,100,1002.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.649,100,1026.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.7407,100,1050.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.8495,100,1077,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,0.9397,100,1097.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,308.15,1,100,1111.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.0806,100,841.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.1591,100,870.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.2392,100,898.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.3493,100,934.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.4396,100,963,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.5621,100,998.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.649,100,1022.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.7407,100,1046.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.8495,100,1073.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,0.9397,100,1094.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,313.15,1,100,1107.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.0806,100,838,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.1591,100,866.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.2392,100,894.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.3493,100,931.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.4396,100,959.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.5621,100,995.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.649,100,1019.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.7407,100,1043.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.8495,100,1070.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,0.9397,100,1091.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,318.15,1,100,1104.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.0806,100,834.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.1591,100,863,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.2392,100,891,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.3493,100,927.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.4396,100,955.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.5621,100,991.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.649,100,1015.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.7407,100,1039.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.8495,100,1066.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,0.9397,100,1087.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
okvZQ,323.15,1,100,1101.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAZCDI,CCCCCCCCO,octan-1-ol,,,
