setid,"Temperature, K","Mole fraction of 1,2,4,5-tetrafluorobenzene","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
seFPo,283.3,0.999,0.000103,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
seFPo,298.2,0.999,0.0001047,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
seFPo,315.5,1,0.0001074,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
seFPo,333.2,1,0.0001095,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
seFPo,353.1,1,0.0001124,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
seFPo,373,1,0.0001157,Shiflett and Yokozeki (2008a),Density,Liquid mixture 2,Liquid mixture 1,,6,AAcsPA,Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
