setid,Mole fraction of 1-(2-hydroxyethyl)pyridinium tricyanomethanide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UaqqK,0,293.15,101,1064.42,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,298.15,101,1058.53,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,303.15,101,1052.67,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,308.15,101,1046.69,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,313.15,101,1040.71,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,318.15,101,1034.78,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,323.15,101,1028.69,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,328.15,101,1022.51,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,333.15,101,1016.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,338.15,101,1010.15,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,343.15,101,1003.94,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0,348.15,101,997.65,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,293.15,101,1149.03,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,298.15,101,1145,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,303.15,101,1141.37,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,308.15,101,1137.58,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,313.15,101,1133.79,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,318.15,101,1130,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,323.15,101,1126.21,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,328.15,101,1122.45,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,333.15,101,1118.65,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,338.15,101,1114.84,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,343.15,101,1111.04,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4042,348.15,101,1107.25,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,293.15,101,1155.23,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,298.15,101,1151.47,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,303.15,101,1147.71,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,308.15,101,1143.97,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,313.15,101,1140.21,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,318.15,101,1136.54,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,323.15,101,1132.84,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,328.15,101,1129.11,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,333.15,101,1125.32,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,338.15,101,1121.39,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,343.15,101,1117.91,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.4996,348.15,101,1114.16,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,293.15,101,1160,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,298.15,101,1156.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,303.15,101,1152.7,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,308.15,101,1149,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,313.15,101,1145.4,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,318.15,101,1141.79,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,323.15,101,1138.19,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,328.15,101,1134.6,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,333.15,101,1131.02,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,338.15,101,1127.47,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,343.15,101,1123.92,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.6,348.15,101,1120.38,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,293.15,101,1164.1,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,298.15,101,1160.5,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,303.15,101,1156.9,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,308.15,101,1153.3,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,313.15,101,1149.8,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
UaqqK,0.7041,318.15,101,1146.2,Domaska et al. (2019),Density,Liquid,AApKCF,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1-(2-hydroxyethyl)pyridinium tricyanomethanide,AAQJSl,c1ccsc1,thiophene,,,
