setid,"Temperature, K","MolaLity of N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cRrRW,293.15,0.00497,100,998.465,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.00607,100,998.521,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.00698,100,998.568,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.00805,100,998.622,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.00909,100,998.675,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01002,100,998.722,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01109,100,998.774,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01202,100,998.818,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01306,100,998.867,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01414,100,998.915,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01505,100,998.953,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01609,100,998.993,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.01815,100,999.08,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.02008,100,999.16,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.02518,100,999.367,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.03023,100,999.571,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.03525,100,999.778,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.04028,100,999.983,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.04512,100,1000.19,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,293.15,0.05025,100,1000.4,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.00497,100,997.294,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.00607,100,997.349,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.00698,100,997.394,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.00805,100,997.446,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.00909,100,997.498,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01002,100,997.544,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01109,100,997.597,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
