setid,"Temperature, K","MolaLity of N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cRrRW,298.15,0.01202,100,997.641,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01306,100,997.686,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01414,100,997.734,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01505,100,997.771,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01609,100,997.811,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.01815,100,997.897,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.02008,100,997.976,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.02518,100,998.178,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.03023,100,998.38,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.03525,100,998.58,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.04028,100,998.782,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.04512,100,998.981,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,298.15,0.05025,100,999.187,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.00497,100,995.89,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.00607,100,995.942,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.00698,100,995.986,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.00805,100,996.036,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.00909,100,996.086,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01002,100,996.13,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01109,100,996.18,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01202,100,996.222,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01306,100,996.268,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01414,100,996.315,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01505,100,996.353,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01609,100,996.394,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.01815,100,996.476,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.02008,100,996.554,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.02518,100,996.752,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.03023,100,996.95,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.03525,100,997.146,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.04028,100,997.344,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.04512,100,997.539,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,303.15,0.05025,100,997.74,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.00497,100,994.266,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.00607,100,994.317,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.00698,100,994.359,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.00805,100,994.408,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.00909,100,994.456,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01002,100,994.499,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01109,100,994.548,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01202,100,994.59,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01306,100,994.637,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01414,100,994.681,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01505,100,994.719,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01609,100,994.756,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.01815,100,994.837,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.02008,100,994.913,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.02518,100,995.11,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.03023,100,995.305,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.03525,100,995.497,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.04028,100,995.692,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.04512,100,995.884,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,308.15,0.05025,100,996.082,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.00497,100,992.443,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.00607,100,992.492,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.00698,100,992.533,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.00805,100,992.58,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.00909,100,992.626,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01002,100,992.667,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01109,100,992.714,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01202,100,992.755,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01306,100,992.801,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01414,100,992.847,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01505,100,992.884,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01609,100,992.923,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.01815,100,993.001,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.02008,100,993.076,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.02518,100,993.267,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.03023,100,993.46,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.03525,100,993.649,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.04028,100,993.84,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.04512,100,994.027,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,313.15,0.05025,100,994.223,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.00497,100,990.43,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.00607,100,990.478,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.00698,100,990.518,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
cRrRW,318.15,0.00805,100,990.564,Zhang et al. (2013d),Density,Liquid,AADYJk,O,water,ABSsIq,CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",,,
