setid,"MolaLity of glycylglycine, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of tetradecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zAbhH,0,101,298.15,0.1,998.014,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.011157,101,298.15,0.1,998.635,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.014691,101,298.15,0.1,998.835,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.020653,101,298.15,0.1,999.165,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.024919,101,298.15,0.1,999.4,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.030445,101,298.15,0.1,999.708,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.035134,101,298.15,0.1,999.973,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
zAbhH,0.040232,101,298.15,0.1,1000.26,Talele and Kishore (2014),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
