setid,"Pressure, kPa","Temperature, K",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Modzi,100,298.15,0.29995,1095.1,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.40147,1092,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.51064,1087.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.5934,1083.63,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.74651,1071.91,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.79741,1065.85,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.90037,1045.89,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,0.94978,1028.7,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,298.15,1,997.04,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0,1098.1,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.10164,1096.3,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.20135,1094.3,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.29995,1091.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.40147,1088.6,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.51064,1084.3,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.5934,1080.19,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.74651,1068.44,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.79741,1062.4,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.90037,1042.69,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,0.94978,1025.95,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,303.15,1,995.65,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0,1094.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.10164,1093,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.20135,1091,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.29995,1088.4,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.40147,1085.2,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.51064,1081,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.5934,1076.77,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.74651,1064.98,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.79741,1058.94,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.90037,1039.45,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,0.94978,1023.11,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,308.15,1,994.03,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0,1091.5,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.10164,1089.7,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.20135,1087.7,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.29995,1085.1,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.40147,1081.9,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.51064,1077.6,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.5934,1073.36,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.74651,1061.51,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.79741,1055.48,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.90037,1036.16,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,0.94978,1020.19,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,313.15,1,992.22,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0,1088.3,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.10164,1086.4,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.20135,1084.4,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.29995,1081.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.40147,1078.5,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.51064,1074.2,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.5934,1069.96,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.74651,1058.04,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.79741,1052.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.90037,1032.84,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,0.94978,1017.18,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
Modzi,100,318.15,1,990.21,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,,,
