setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GRmgS,0.1246,298.15,100,1191.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,303.15,100,1187.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,308.15,100,1183.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,313.15,100,1179.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,318.15,100,1175.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,323.15,100,1171.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,328.15,100,1167.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,333.15,100,1163.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,338.15,100,1159.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,343.15,100,1155.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,348.15,100,1151.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,353.15,100,1147.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,358.15,100,1143.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
GRmgS,0.1246,363.15,100,1139.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACGQly,CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
