setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LqeDN,293.15,0.0812,100,857.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.1608,100,889.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.2395,100,919,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.3493,100,956.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.4392,100,985,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.5749,100,1023.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.6491,100,1043.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.7398,100,1065.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.8496,100,1090.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,293.15,0.9381,100,1108.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
