setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LqeDN,293.15,1,100,1120.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.0812,100,853.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.1608,100,885.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.2395,100,915.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.3493,100,953.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.4392,100,981.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.5749,100,1020.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.6491,100,1040,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.7398,100,1062.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.8496,100,1087.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,0.9381,100,1105.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,298.15,1,100,1117.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.0812,100,850.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.1608,100,882.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.2395,100,911.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.3493,100,949.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.4392,100,977.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.5749,100,1016.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.6491,100,1036.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.7398,100,1058.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.8496,100,1083.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,0.9381,100,1102.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,303.15,1,100,1114.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.0812,100,846.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.1608,100,878.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.2395,100,907.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.3493,100,945.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.4392,100,973.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.5749,100,1013,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.6491,100,1032.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.7398,100,1054.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.8496,100,1080,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,0.9381,100,1098.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,308.15,1,100,1111.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.0812,100,842.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.1608,100,874.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.2395,100,903.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.3493,100,941.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.4392,100,970.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.5749,100,1009.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.6491,100,1028.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.7398,100,1051.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.8496,100,1076.5,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,0.9381,100,1095.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,313.15,1,100,1107.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.0812,100,839.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.1608,100,870.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.2395,100,900.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.3493,100,937.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.4392,100,966.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.5749,100,1005.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.6491,100,1025.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.7398,100,1047.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.8496,100,1073.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,0.9381,100,1092.1,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,318.15,1,100,1104.7,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.0812,100,835.3,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.1608,100,867,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.2395,100,896.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.3493,100,934.2,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.4392,100,962.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.5749,100,1001.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.6491,100,1021.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.7398,100,1044.4,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.8496,100,1069.8,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,0.9381,100,1088.9,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
LqeDN,323.15,1,100,1101.6,Khedri et al. (2019),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
