setid,"MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iWlpY,0.00923,101,298,-0.008,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.01259,101,298,-0.014,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.02362,101,298,-0.016,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.02521,101,298,-0.018,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.03266,101,298,-0.034,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.03295,101,298,-0.022,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.0412,101,298,-0.026,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.0468,101,298,-0.038,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.05089,101,298,-0.048,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.05097,101,298,-0.038,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.05533,101,298,-0.065,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.06251,101,298,-0.079,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.07206,101,298,-0.054,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.0743,101,298,-0.083,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.08478,101,298,-0.1,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.09157,101,298,-0.071,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.09846,101,298,-0.11,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.09869,101,298,-0.12,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1044,101,298,-0.094,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.111,101,298,-0.13,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1122,101,298,-0.092,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1126,101,298,-0.13,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1244,101,298,-0.15,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1472,101,298,-0.13,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1546,101,298,-0.12,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1591,101,298,-0.19,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1832,101,298,-0.22,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1959,101,298,-0.22,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.1969,101,298,-0.18,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2065,101,298,-0.25,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2344,101,298,-0.19,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2492,101,298,-0.29,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2598,101,298,-0.23,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2673,101,298,-0.31,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2933,101,298,-0.31,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
iWlpY,0.2954,101,298,-0.27,Inglese et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,,,
