setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jxYtQ,298.15,0,100,918.5,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.1089,100,992.8,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.2024,100,1051.3,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.2924,100,1103.9,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.4017,100,1163.6,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.4989,100,1213.5,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.6085,100,1266.7,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.6952,100,1306.6,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.7795,100,1343.8,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,0.8875,100,1389.1,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,298.15,1,100,1433.7,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0,100,914.8,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.1089,100,989,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.2024,100,1047.4,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.2924,100,1099.9,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.4017,100,1159.4,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.4989,100,1209.2,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.6085,100,1262.3,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.6952,100,1302.1,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.7795,100,1339.2,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,0.8875,100,1384.4,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,303.15,1,100,1428.9,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0,100,911.1,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.1089,100,985.2,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.2024,100,1043.5,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.2924,100,1095.9,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.4017,100,1155.3,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.4989,100,1205,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.6085,100,1257.9,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.6952,100,1297.7,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.7795,100,1334.7,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,0.8875,100,1379.8,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,308.15,1,100,1424.1,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,313.15,0,100,907.5,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,313.15,0.1089,100,981.4,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
jxYtQ,313.15,0.2024,100,1039.6,Krishna et al. (2016c),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
