setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Fszzw,293.15,0,100,998.2,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.1001,100,1176.5,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.2003,100,1227.4,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.3007,100,1251.8,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.4003,100,1266.3,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.5001,100,1275.9,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.5998,100,1282.4,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.6995,100,1287.5,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.8017,100,1291.5,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,293.15,0.8993,100,1294.4,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,303.15,0,100,995.6,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
Fszzw,303.15,0.1001,100,1169.1,Carissimi et al. (2019),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
