setid,Weight fraction of heptane,Weight fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xBNRF,0.031,0.192,313.15,101,1158.92,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.032,0.091,313.15,101,1238.97,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.045,0.478,313.15,101,968.28,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.046,0.189,313.15,101,1146.44,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.047,0.574,313.15,101,919.02,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.055,0.897,313.15,101,781.7,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.059,0.372,313.15,101,1015.79,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.06,0.663,313.15,101,870.94,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.064,0.185,313.15,101,1132.52,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.091,0.455,313.15,101,948.3,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.094,0.546,313.15,101,902.25,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.095,0.358,313.15,101,996.39,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.099,0.635,313.15,101,859.86,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.103,0.718,313.15,101,823.83,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.111,0.844,313.15,101,773.03,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.137,0.432,313.15,101,928.19,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.142,0.517,313.15,101,885.9,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.148,0.601,313.15,101,846.29,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.155,0.677,313.15,101,812.66,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.16,0.756,313.15,101,780.52,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.164,0.795,313.15,101,765.47,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.189,0.406,313.15,101,908.18,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.19,0.488,313.15,101,870.79,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.2,0.565,313.15,101,833,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.206,0.636,313.15,101,801.88,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.214,0.707,313.15,101,771.67,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.218,0.743,313.15,101,757.66,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.229,0.544,313.15,101,824.56,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.253,0.527,313.15,101,819.11,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.258,0.594,313.15,101,791.09,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.269,0.658,313.15,101,763.36,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.274,0.689,313.15,101,749.95,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.288,0.429,313.15,101,838.57,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.307,0.555,313.15,101,781.11,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.318,0.613,313.15,101,755.6,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.33,0.636,313.15,101,741.9,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.357,0.515,313.15,101,771.18,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.375,0.562,313.15,101,747.03,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.38,0.589,313.15,101,735.3,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.387,0.552,313.15,101,744.55,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.39,0.549,313.15,101,744.23,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.408,0.474,313.15,101,761.66,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.422,0.52,313.15,101,740.51,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.43,0.541,313.15,101,729.72,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.481,0.493,313.15,101,722.76,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.506,0.395,313.15,101,742.92,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.528,0.449,313.15,101,717.86,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.579,0.4,313.15,101,711.29,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.627,0.354,313.15,101,705.94,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.719,0.267,313.15,101,695.27,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
xBNRF,0.763,0.225,313.15,101,689.37,Seoane et al. (2012c),Density,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
