setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nTElU,0.02058,298,101,-0.165,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
nTElU,0.03508,298,101,-0.282,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
nTElU,0.05089,298,101,-0.42,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
nTElU,0.07407,298,101,-0.631,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
nTElU,0.0954,298,101,-0.774,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
nTElU,0.11806,298,101,-0.964,Chen et al. (1998),Density,Liquid,AAIiso,NC=O,formamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
