setid,"Temperature, K","MolaLity of glycyl-L-valine, mol/kg","Pressure, kPa","Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NFmsk,308.15,0.08186,101.325,0.05,1000.03,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.1028,101.325,0.05,1001.05,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.1448,101.325,0.05,1003.07,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.205,101.325,0.05,1005.91,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.2584,101.325,0.05,1008.38,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0,101.325,0.05,994.186,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.01956,101.325,0.05,995.15,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.04088,101.325,0.05,996.189,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.06124,101.325,0.05,997.183,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.08186,101.325,0.05,998.185,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.1028,101.325,0.05,999.183,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.1448,101.325,0.05,1001.15,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.205,101.325,0.05,1004,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,313.15,0.2584,101.325,0.05,1006.39,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
