setid,"Temperature, K","MolaLity of glycyl-L-valine, mol/kg","Pressure, kPa","Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NFmsk,298.15,0,101.325,0.05,999.155,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.01956,101.325,0.05,1000.15,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.04088,101.325,0.05,1001.24,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.06124,101.325,0.05,1002.26,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.08186,101.325,0.05,1003.3,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.1028,101.325,0.05,1004.33,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.1448,101.325,0.05,1006.37,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.205,101.325,0.05,1009.3,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,298.15,0.2584,101.325,0.05,1011.84,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0,101.325,0.05,997.661,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.01956,101.325,0.05,998.652,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.04088,101.325,0.05,999.723,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.06124,101.325,0.05,1000.75,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.08186,101.325,0.05,1001.79,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.1028,101.325,0.05,1002.81,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.1448,101.325,0.05,1004.86,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.205,101.325,0.05,1007.77,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,303.15,0.2584,101.325,0.05,1010.34,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0,101.325,0.05,995.962,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.04088,101.325,0.05,998.007,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
NFmsk,308.15,0.06124,101.325,0.05,999.011,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAhacB,CC(C)[C@H](NC(=O)CN)C(=O)O,glycyl-L-valine,AADYJk,O,water
