setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wwako,293.15,0,101,809.6,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.1006,101,895.6,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.199,101,956,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.3002,101,1002,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.4993,101,1065,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.6309,101,1094.5,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.7571,101,1117,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,0.8894,101,1135.9,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,293.15,1,101,1149.2,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0,101,801.4,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.1006,101,887.7,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.199,101,948.3,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.3002,101,994.4,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.4993,101,1057.7,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.6309,101,1087.4,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.7571,101,1110,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,0.8894,101,1129.1,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,303.15,1,101,1142.5,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
Wwako,313.15,0,101,793.1,Kermanpour and Sharifi (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
