setid,"MolaLity of 1-hexyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CJjHI,0.052,101,323.15,791.18,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.103,101,323.15,795.76,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.152,101,323.15,799.99,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.202,101,323.15,804.23,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.254,101,323.15,808.45,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.303,101,323.15,812.46,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.353,101,323.15,816.43,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.405,101,323.15,820.46,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.448,101,323.15,823.73,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.504,101,323.15,827.88,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.598,101,323.15,834.75,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.701,101,323.15,841.92,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.792,101,323.15,848.08,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,0.906,101,323.15,855.49,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,1.01,101,323.15,861.88,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
