setid,"Temperature, K",Mole fraction of N-ethyl-N-methylmorpholinium glycolate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fTkYJ,303.15,0.5793,100,1218.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,303.15,0.6669,100,1221.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,303.15,0.7573,100,1223.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,303.15,0.8256,100,1224.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0,100,994,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.0933,100,1122.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.1688,100,1163.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.2209,100,1179.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.288,100,1192.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.3907,100,1204.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.4809,100,1210.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.5793,100,1215.1,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.6669,100,1217.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.7573,100,1220.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,308.15,0.8256,100,1221.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0,100,992.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.0933,100,1119.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.1688,100,1160.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.2209,100,1176.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.288,100,1189.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.3907,100,1201.1,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.4809,100,1207.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.5793,100,1211.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.6669,100,1214.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.7573,100,1216.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,313.15,0.8256,100,1218.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0,100,990.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.0933,100,1116.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.1688,100,1157,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.2209,100,1172.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.288,100,1186,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.3907,100,1197.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.4809,100,1204,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.5793,100,1208.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.6669,100,1211.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.7573,100,1213.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,318.15,0.8256,100,1214.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0,100,987.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.0933,100,1113.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.1688,100,1153.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.2209,100,1169.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.288,100,1182.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.3907,100,1194.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.4809,100,1200.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.5793,100,1205.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.6669,100,1207.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.7573,100,1210.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,323.15,0.8256,100,1211.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0,100,985.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.0933,100,1110,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.1688,100,1150.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.2209,100,1166,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.288,100,1179.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.3907,100,1191,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.4809,100,1197.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.5793,100,1201.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.6669,100,1204.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.7573,100,1207,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,328.15,0.8256,100,1208.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0,100,983.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.0933,100,1106.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.1688,100,1146.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.2209,100,1162.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.288,100,1175.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.3907,100,1187.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.4809,100,1194,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.5793,100,1198.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.6669,100,1201.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.7573,100,1203.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,333.15,0.8256,100,1205.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0,100,980.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.0933,100,1103.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.1688,100,1143.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.2209,100,1159.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.288,100,1172.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.3907,100,1184.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.4809,100,1190.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.5793,100,1195.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.6669,100,1198.3,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.7573,100,1200.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,338.15,0.8256,100,1202.1,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0,100,978.1,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.0933,100,1100.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.1688,100,1140,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.2209,100,1155.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.288,100,1169,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.3907,100,1181,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.4809,100,1187.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.5793,100,1192.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.6669,100,1195.1,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.7573,100,1197.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,343.15,0.8256,100,1199,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0,100,974.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.0933,100,1096.8,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.1688,100,1136.6,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.2209,100,1152.4,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.288,100,1165.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.3907,100,1177.7,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.4809,100,1184.2,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.5793,100,1189,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.6669,100,1192,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.7573,100,1194.5,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
fTkYJ,348.15,0.8256,100,1195.9,Krolikowska et al. (2017),Density,Liquid,AAnYvV,CC[N+]1(C)CCOCC1.O=C([O-])CO,N-ethyl-N-methylmorpholinium glycolate,AADYJk,O,water,,,
