setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
etHoD,0.5114,303.15,100,1118.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.5114,313.15,100,1111.5,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.5814,298.15,100,1143.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.5814,303.15,100,1140.5,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.5814,313.15,100,1133.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.7276,298.15,100,1182.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.7276,303.15,100,1179.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.7276,313.15,100,1172.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.8789,298.15,100,1214.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.8789,303.15,100,1211.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.8789,313.15,100,1204.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.9519,298.15,100,1227.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.9519,303.15,100,1224.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.9519,313.15,100,1217.9,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
