setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
etHoD,0.0648,298.15,100,868.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.0648,303.15,100,862.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.0648,313.15,100,856.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1142,298.15,100,911.1,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1142,303.15,100,906.6,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1142,313.15,100,899.8,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1579,298.15,100,944.7,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1579,303.15,100,940.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.1579,313.15,100,933.5,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.2832,298.15,100,1023.7,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.2832,303.15,100,1019.4,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.2832,313.15,100,1012.9,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.4697,298.15,100,1106.7,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.4697,303.15,100,1103.2,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.4697,313.15,100,1096.7,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
etHoD,0.5114,298.15,100,1121.3,Deenadayalu et al. (2009),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AALcLI,CCCO,propan-1-ol,,,
