setid,Solvent: Weight fraction of propan-1-ol,"MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IrlFd,0,0.05001,101,298.15,999.061,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0,0.05991,101,298.15,999.438,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0,0.06992,101,298.15,999.816,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0,0.08,101,298.15,1000.2,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0,0.0899,101,298.15,1000.57,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0,0.09996,101,298.15,1000.97,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00278,101,298.15,993.092,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00347,101,298.15,993.126,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00521,101,298.15,993.223,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00625,101,298.15,993.265,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00727,101,298.15,993.3,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00799,101,298.15,993.343,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.00869,101,298.15,993.34,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.01391,101,298.15,993.557,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.01742,101,298.15,993.678,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.02093,101,298.15,993.804,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.02785,101,298.15,994.064,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.03495,101,298.15,994.34,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.04901,101,298.15,994.863,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.05976,101,298.15,995.265,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.07429,101,298.15,995.839,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.0853,101,298.15,996.227,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.025,0.09624,101,298.15,996.671,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.00208,101,298.15,989.327,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.00313,101,298.15,989.39,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.00452,101,298.15,989.486,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.00521,101,298.15,989.522,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.00695,101,298.15,989.549,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.0087,101,298.15,989.556,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.01045,101,298.15,989.639,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.01217,101,298.15,989.694,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.01393,101,298.15,989.761,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.01743,101,298.15,989.895,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.02092,101,298.15,990.039,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.02796,101,298.15,990.273,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.03502,101,298.15,990.526,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.04203,101,298.15,990.76,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.04924,101,298.15,990.994,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.06003,101,298.15,991.407,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.07061,101,298.15,991.882,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.0816,101,298.15,992.238,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.05,0.08882,101,298.15,992.465,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00139,101,298.15,985.732,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00208,101,298.15,985.79,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00278,101,298.15,985.812,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00347,101,298.15,985.834,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00417,101,298.15,985.844,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00486,101,298.15,985.903,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.0059,101,298.15,985.92,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.008,101,298.15,985.959,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.00905,101,298.15,986.029,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.01031,101,298.15,986.068,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.01214,101,298.15,986.116,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.01391,101,298.15,986.192,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.01743,101,298.15,986.308,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.02094,101,298.15,986.375,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.03149,101,298.15,986.777,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.04566,101,298.15,987.222,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.05636,101,298.15,987.637,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.075,0.07082,101,298.15,988.191,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00173,101,298.15,982.3,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00417,101,298.15,982.324,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00521,101,298.15,982.369,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00624,101,298.15,982.388,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00726,101,298.15,982.415,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00799,101,298.15,982.422,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.00868,101,298.15,982.443,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.01043,101,298.15,982.487,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.01218,101,298.15,982.521,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.01392,101,298.15,982.568,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.01741,101,298.15,982.681,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.02091,101,298.15,982.832,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.02797,101,298.15,983.047,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.03474,101,298.15,983.212,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.04208,101,298.15,983.444,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.04922,101,298.15,983.752,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.05946,101,298.15,984.083,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.07445,101,298.15,984.555,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.08496,101,298.15,984.833,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
IrlFd,0.1,0.09571,101,298.15,985.175,Shirzad and Sadeghi (2014),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
