setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rfcSn,0.0429,298.15,101,1183.63,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.0674,298.15,101,1185.62,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.104,298.15,101,1188.24,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.1376,298.15,101,1190.37,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.1894,298.15,101,1193.17,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.2496,298.15,101,1195.76,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.3166,298.15,101,1198.02,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.3917,298.15,101,1200.02,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.4881,298.15,101,1201.98,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.5686,298.15,101,1203.19,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.6797,298.15,101,1204.61,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.7887,298.15,101,1205.73,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
rfcSn,0.8987,298.15,101,1206.82,Iglesias-Otero et al. (2008a),Density,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
