setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SDnFu,293.15,0.0939,101,1004.1,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.1245,101,1020.4,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.1843,101,1050.1,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.2133,101,1063.6,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.2351,101,1073.4,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.3166,101,1107.4,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.3589,101,1123.6,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.3885,101,1134.3,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.4122,101,1142.6,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.4886,101,1167.7,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.522,101,1177.8,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.6113,101,1202.9,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.6566,101,1214.5,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.7121,101,1227.8,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.7698,101,1240.7,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.8233,101,1251.9,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.8836,101,1263.6,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,293.15,0.9123,101,1268.9,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.0939,101,999.7,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.1245,101,1016,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.1843,101,1046,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.2133,101,1059.6,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.2351,101,1069.4,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.3166,101,1103.7,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.3589,101,1120,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.3885,101,1130.8,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
SDnFu,298.15,0.4122,101,1139.2,Sharma et al. (2014a),Density,Liquid,AAQJPN,O=C1CCCC1,cyclopentanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
