setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
InVhH,0,298.15,101,969.2,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.0098,298.15,101,976.1,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.1298,298.15,101,1052.1,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.1454,298.15,101,1060.7,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.1989,298.15,101,1088.2,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.2988,298.15,101,1131.7,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.3995,298.15,101,1167.5,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.4975,298.15,101,1196.5,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.6052,298.15,101,1223.6,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.7019,298.15,101,1244.3,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.8014,298.15,101,1262.9,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.8997,298.15,101,1278.8,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,0.9498,298.15,101,1286.2,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
InVhH,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AAWlFo,CCOC(=O)OCC,diethyl carbonate,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
