setid,"Temperature, K","Mole fraction of (3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","Mole fraction of (3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CUWHB,283.9,0.01,0.01,101,0.0001528,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,283.9,0.498,0.498,101,0.000157,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,294.1,0.009,0.009,101,0.0001537,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,294.1,0.495,0.495,101,0.0001597,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,303.9,0.008,0.008,101,0.0001548,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,303.9,0.493,0.493,101,0.0001623,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,313.5,0.006,0.006,101,0.0001556,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,313.5,0.494,0.494,101,0.0001652,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,323.4,0.013,0.013,101,0.0001561,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
CUWHB,323.4,0.493,0.493,101,0.0001685,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,[2H][C@@](F)(C(F)(F)F)[C@@]([2H])(F)C(F)(F)C(F)(F)F,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAwsPE,[2H][C@@](F)(C(F)(F)C(F)(F)F)[C@@]([2H])(F)C(F)(F)F,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
