setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iGxwv,293.15,0.6816,100,1581.75,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,293.15,0.8148,100,1605.62,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,293.15,0.9028,100,1618.56,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.0177,100,1059.1,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.0496,100,1145.9,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.0664,100,1183.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.1003,100,1245.5,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.1495,100,1314.7,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.2,100,1368.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.2968,100,1440.98,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.415,100,1499.53,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.4958,100,1528.69,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.5497,100,1544.63,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.6043,100,1558.68,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.6816,100,1575.93,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.8148,100,1599.77,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,298.15,0.9028,100,1612.73,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.0177,100,1054.5,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.0496,100,1141,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.0664,100,1178,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.1003,100,1240.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.1495,100,1309.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.2,100,1362.64,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.2968,100,1435.24,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.415,100,1493.67,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.4958,100,1522.88,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.5497,100,1538.76,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.6043,100,1552.85,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.6816,100,1570.09,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.8148,100,1593.95,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,303.15,0.9028,100,1606.93,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.0177,100,1049.8,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.0496,100,1136,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.0664,100,1172.9,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.1003,100,1234.9,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.1495,100,1303.7,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.2,100,1356.98,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.2968,100,1429.45,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.415,100,1487.83,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.4958,100,1517.02,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.5497,100,1532.85,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.6043,100,1546.99,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.6816,100,1564.23,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.8148,100,1588.14,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,308.15,0.9028,100,1601.1,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.0177,100,1045,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.0496,100,1131,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.0664,100,1167.8,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.1003,100,1229.6,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.1495,100,1298.1,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.2,100,1351.3,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.2968,100,1423.65,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.415,100,1481.95,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.4958,100,1511.12,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.5497,100,1526.94,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.6043,100,1541.11,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.6816,100,1558.34,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.8148,100,1582.26,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,313.15,0.9028,100,1595.23,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.0177,100,1040.3,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.0496,100,1125.9,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.0664,100,1162.7,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
iGxwv,318.15,0.1003,100,1224.2,Vranes et al. (2014c),Density,Liquid,AALSTB,CNC=O,N-methylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
