setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CIGuG,293.15,1458,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,298.15,1455,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,303.15,1450,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,308.15,1446,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,313.15,1442,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,318.15,1438,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,323.15,1434,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,328.15,1429,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,333.15,1424,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,338.15,1420,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
CIGuG,353.15,1416,Zhang et al. (2006d),Density,Liquid,Gas,,11,ABMocW,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium tetrachloroferrate,,,
