setid,"Temperature, K","Mole fraction of 1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ipbfk,308.15,0.0012,101,799.8,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
Ipbfk,308.15,0.0027,101,803,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
Ipbfk,308.15,0.0038,101,804.5,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
Ipbfk,318.15,0.0016,101,790.5,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
Ipbfk,318.15,0.0028,101,792.1,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
Ipbfk,318.15,0.0037,101,793,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABVuik,CCCCCCOCn1cc[n+](COCCCCCC)c1.F[B-](F)(F)F,"1,3-bis(hexyloxymethyl)imidazolium tetrafluoroborate",,,
