setid,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uRKgt,0.00123,100,298.15,1068.7,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,
uRKgt,0.00269,100,298.15,1068.6,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,
uRKgt,0.00417,100,298.15,1068.4,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,
uRKgt,0.00567,100,298.15,1068.3,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,
uRKgt,0.00714,100,298.15,1068.1,Ma et al. (2015),Density,Liquid,AADYJk,O,water,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,,,
