setid,"Temperature, K","MolaLity of trihexylammonium butanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fsogc,293.15,0,100,866.877,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.07233,100,866.539,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.14114,100,866.311,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.20966,100,866.099,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.28254,100,865.901,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.34717,100,865.722,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.43162,100,865.518,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.49732,100,865.345,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,293.15,0.54999,100,865.09,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0,100,862.221,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.07233,100,861.886,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.14114,100,861.678,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.20966,100,861.483,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.28254,100,861.305,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.34717,100,861.142,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
