setid,"Temperature, K","MolaLity of trihexylammonium butanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fsogc,298.15,0.43162,100,860.96,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.49732,100,860.805,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,298.15,0.54999,100,860.523,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0,100,857.554,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.07233,100,857.22,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.14114,100,857.028,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.20966,100,856.853,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.28254,100,856.693,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.34717,100,856.548,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.43162,100,856.386,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.49732,100,856.247,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,303.15,0.54999,100,856.007,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0,100,852.873,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.07233,100,852.536,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.14114,100,852.36,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.20966,100,852.203,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.28254,100,852.063,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.34717,100,851.932,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.43162,100,851.794,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.49732,100,851.676,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,308.15,0.54999,100,851.479,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0,100,848.175,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.07233,100,847.836,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.14114,100,847.673,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.20966,100,847.533,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.28254,100,847.413,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.34717,100,847.299,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.43162,100,847.182,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.49732,100,847.082,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,313.15,0.54999,100,846.912,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0,100,843.461,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.07233,100,843.114,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.14114,100,842.96,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.20966,100,842.842,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.28254,100,842.74,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.34717,100,842.643,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.43162,100,842.548,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.49732,100,842.467,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,318.15,0.54999,100,842.341,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0,100,838.728,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.07233,100,838.376,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.14114,100,838.234,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.20966,100,838.128,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.28254,100,838.047,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.34717,100,837.966,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.43162,100,837.89,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.49732,100,837.827,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,323.15,0.54999,100,837.734,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0,100,833.992,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.07233,100,833.635,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.14114,100,833.498,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.20966,100,833.391,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.28254,100,833.341,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.34717,100,833.277,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.43162,100,833.208,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.49732,100,833.165,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
fsogc,328.15,0.54999,100,833.092,Keshapolla et al. (2018),Density,Liquid,ABQosp,CCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium butanoate,AARlpN,Cc1ccccc1,toluene,,,
