setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yQMoX,299.2,100,0.000181,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,299.2,1190,0.000136,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,299.3,2400,0.000118,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,299.4,3840,9.8e-05,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,299.4,5310,8.7e-05,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313,2460,0.000145,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313.1,3900,0.000129,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313.3,99,0.00018,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313.4,5290,0.000109,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313.4,6670,9.6e-05,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,313.8,1310,0.000162,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,314.2,8120,8e-05,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.4,6860,0.000106,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.5,2490,0.000151,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.5,5370,0.000119,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.6,98,0.000187,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.6,1140,0.000172,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.6,3970,0.000134,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
yQMoX,333.6,8230,8.2e-05,Mejia et al. (2013),Density,Liquid,Gas,,19,AAIYzl,O=C=O,carbon dioxide,AAuJeI,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)F,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
