setid,"Temperature, K","MolaLity of tetrapropylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WBfpl,293.15,0.0162,100,998.66,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0221,100,998.83,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0287,100,999.01,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.037,100,999.25,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0463,100,999.51,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0579,100,999.83,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0752,100,1000.31,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.0912,100,1000.75,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.1071,100,1001.19,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.1272,100,1001.76,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,293.15,0.1446,100,1002.24,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0162,100,997.48,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0221,100,997.65,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0287,100,997.83,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.037,100,998.06,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0463,100,998.32,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0579,100,998.64,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0752,100,999.11,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.0912,100,999.54,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.1071,100,999.97,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.1272,100,1000.52,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,298.15,0.1446,100,1000.99,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0162,100,996.08,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0221,100,996.24,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0287,100,996.42,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.037,100,996.65,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0463,100,996.9,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0579,100,997.21,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0752,100,997.68,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.0912,100,998.09,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.1071,100,998.52,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.1272,100,999.06,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,303.15,0.1446,100,999.52,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0162,100,994.46,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0221,100,994.61,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0287,100,994.79,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.037,100,995.01,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0463,100,995.26,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0579,100,995.56,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0752,100,996.02,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.0912,100,996.43,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.1071,100,996.85,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.1272,100,997.38,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,308.15,0.1446,100,997.83,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0162,100,992.63,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0221,100,992.78,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0287,100,992.96,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.037,100,993.18,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0463,100,993.42,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0579,100,993.72,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0752,100,994.17,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.0912,100,994.57,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.1071,100,994.98,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.1272,100,995.49,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,313.15,0.1446,100,995.93,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0162,100,990.62,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0221,100,990.77,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0287,100,990.94,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.037,100,991.15,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0463,100,991.39,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0579,100,991.68,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0752,100,992.12,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.0912,100,992.53,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.1071,100,992.92,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.1272,100,993.4,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,318.15,0.1446,100,993.84,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
