setid,"Temperature, K","MolaLity of tetrapropylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WBfpl,288.15,0.0162,100,999.56,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0221,100,999.73,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0287,100,999.92,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.037,100,1000.16,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0463,100,1000.43,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0579,100,1000.76,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0752,100,1001.25,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.0912,100,1001.69,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.1071,100,1002.15,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.1272,100,1002.73,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
WBfpl,288.15,0.1446,100,1003.22,Grzybkowski and Warminska (2016),Density,Liquid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water,,,
