setid,Mole fraction of 2-ethoxy-2-methylpropane,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cpucQ,0.0425,101,298.15,886,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.0954,101,298.15,885.1,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.2026,101,298.15,882.46,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.2904,101,298.15,879.48,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.4013,101,298.15,874.66,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.4971,101,298.15,869.23,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.6023,101,298.15,861.11,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.7002,101,298.15,850.33,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.7999,101,298.15,832.96,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.8998,101,298.15,802.31,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
cpucQ,0.9503,101,298.15,776.41,Hwang et al. (2013),Density,Liquid,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,
