setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NulhA,0.0011,293.15,101,1050.9,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,298.15,101,1047.4,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,303.15,101,1044.1,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,308.15,101,1040.7,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,313.15,101,1037.3,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,318.15,101,1034,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,323.15,101,1030.7,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,328.15,101,1027.4,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,333.15,101,1024.1,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,338.15,101,1020.8,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,343.15,101,1017.6,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,348.15,101,1014.3,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,353.15,101,1011.1,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,358.15,101,1007.9,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
NulhA,0.0011,363.15,101,1004.7,Zubeir et al. (2015),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
