setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BFIWO,298.15,0.2,101,1182,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.3,101,1192,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.4,101,1200,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.5,101,1210,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.6,101,1213,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.7,101,1218,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,298.15,0.8,101,1226,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.2,101,1180,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.3,101,1188,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.4,101,1197,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.5,101,1206,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.6,101,1210,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.7,101,1215,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,303.15,0.8,101,1222,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.2,101,1174,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.3,101,1184,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.4,101,1193,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.5,101,1202,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.6,101,1206,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.7,101,1211,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,308.15,0.8,101,1219,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.2,101,1172,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.3,101,1180,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.4,101,1189,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.5,101,1198,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.6,101,1202,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.7,101,1208,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,313.15,0.8,101,1215,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.2,101,1169,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.3,101,1176,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.4,101,1186,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.5,101,1194,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.6,101,1199,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.7,101,1204,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,318.15,0.8,101,1212,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.2,101,1168,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.3,101,1173,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.4,101,1182,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.5,101,1191,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.6,101,1195,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.7,101,1201,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
BFIWO,323.15,0.8,101,1209,Anantharaj and Banerjee (2013),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
