setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sxWbU,293.15,0,100,1027.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.0502,100,1047.7,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.1082,100,1068,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.1993,100,1096,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.2995,100,1120,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.4021,100,1139.8,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.5011,100,1157.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.5997,100,1171.5,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.7001,100,1190.1,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.805,100,1211.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.906,100,1240.7,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,0.9584,100,1261.6,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,293.15,1,100,1282.6,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
sxWbU,303.15,0,100,1019.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
