setid,"Pressure, kPa","Temperature, K",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tnWxC,100,293.15,1,998.19,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0,1117.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.10057,1116.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.19483,1114.09,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.30263,1111.51,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.40112,1108.34,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.49793,1104.48,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.60433,1098.38,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.68866,1091.23,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.91048,1048.04,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.94426,1033.79,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,0.95057,1030.58,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,298.15,1,997.03,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0,1114.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.10057,1112.95,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.19483,1111.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.30263,1108.41,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.40112,1105.22,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.49793,1101.33,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.60433,1095.19,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.68866,1088.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.91048,1045.18,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.94426,1031.22,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,0.95057,1028.1,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,303.15,1,995.63,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0,1111.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.10057,1109.9,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.19483,1107.93,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.30263,1105.33,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.40112,1102.11,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.49793,1098.18,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.60433,1092.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.68866,1084.79,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.91048,1042.25,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.94426,1028.56,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,0.95057,1025.5,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,308.15,1,994.02,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0,1108.7,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.10057,1106.87,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.19483,1104.91,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.30263,1102.25,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.40112,1099.01,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.49793,1095.05,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.60433,1088.82,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.68866,1081.57,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.91048,1039.26,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.94426,1025.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,0.95057,1022.8,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,313.15,1,992.2,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0,1105.7,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.10057,1103.85,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.19483,1101.87,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.30263,1099.19,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.40112,1095.92,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.49793,1091.92,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.60433,1085.65,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.68866,1078.35,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.91048,1036.21,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.94426,1022.95,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,0.95057,1020,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,318.15,1,990.2,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
