setid,"Pressure, kPa","Temperature, K",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tnWxC,100,288.15,0,1124,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.10057,1122.17,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.19483,1120.28,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.30263,1117.74,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.40112,1114.62,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.49793,1110.81,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.60433,1104.78,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.68866,1097.66,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.79814,1083.09,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.91048,1053.6,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.94426,1038.64,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,0.95057,1035.25,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,288.15,1,999.08,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0,1120.9,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.10057,1119.09,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.19483,1117.18,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.30263,1114.62,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.40112,1111.48,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.49793,1107.64,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.60433,1101.58,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.68866,1094.44,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.79814,1079.92,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.91048,1050.85,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.94426,1036.27,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
tnWxC,100,293.15,0.95057,1032.98,Vatascin and Dohnal (2017),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
