setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jTciS,293.15,0,100,1397.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.1284,100,1379.5,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.2585,100,1357.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.3814,100,1329.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.5031,100,1293.9,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.6487,100,1232.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.7823,100,1142,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.8561,100,1066.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.8763,100,1040.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.9039,100,1000.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.95,100,916.4,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,0.9745,100,860.2,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,293.15,1,100,789.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0,100,1395.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.1284,100,1377.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.2585,100,1355.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.3814,100,1327.8,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.5031,100,1292,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.6487,100,1230.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.7823,100,1140.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.8561,100,1064.5,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.8763,100,1038.8,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.9039,100,998.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.95,100,914.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,0.9745,100,858.4,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,295.15,1,100,787.9,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0,100,1392.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.1284,100,1375.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.2585,100,1352.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.3814,100,1325.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.5031,100,1289.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.6487,100,1227.5,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.7823,100,1137.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.8561,100,1061.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.8763,100,1036,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.9039,100,995.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.95,100,911.9,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,0.9745,100,855.8,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,298.15,1,100,785.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0,100,1388.3,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.1284,100,1370.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.2585,100,1348.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.3814,100,1320.6,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.5031,100,1284.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.6487,100,1222.8,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.7823,100,1132.7,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.8561,100,1057.1,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.8763,100,1031.4,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.9039,100,991,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.95,100,907.4,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,0.9745,100,851.4,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
jTciS,303.15,1,100,781,Massel et al. (2015),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
