setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aRJVA,298.21,0,101.3,1395.3,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.0435,101.3,1394,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.0654,101.3,1393.2,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.086,101.3,1392.3,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.0913,101.3,1392.1,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.1262,101.3,1390.7,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.1396,101.3,1390.1,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.1909,101.3,1388.1,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,298.21,0.2228,101.3,1387.1,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0,101.3,1373.6,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0.0298,101.3,1372.5,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0.0673,101.3,1371.1,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0.1012,101.3,1369.9,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0.1406,101.3,1368.3,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
aRJVA,323.21,0.2033,101.3,1365.3,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
