setid,"MolaLity of 1,2-bis(dimethyldodecylammonium)ethane dibromide, mol/kg","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fuYKc,0.000426,0.000284,102,298.15,997.088,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000427,0.000183,102,298.15,997.084,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000432,0.000108,102,298.15,997.081,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000444,0.000666,102,298.15,997.105,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00046,0.00046,102,298.15,997.099,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000462,0.001078,102,298.15,997.125,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000468,0.001872,102,298.15,997.154,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000469,0.000201,102,298.15,997.087,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000469,0.004221,102,298.15,997.231,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000476,0.000714,102,298.15,997.11,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000486,5.4e-05,102,298.15,997.086,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000486,0.000324,102,298.15,997.095,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000488,0.000122,102,298.15,997.087,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0005,0,102,298.15,997.078,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0005,0.002,102,298.15,997.161,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000501,0.001169,102,298.15,997.131,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000536,0.000804,102,298.15,997.119,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00054,6e-05,102,298.15,997.091,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00054,0.00054,102,298.15,997.11,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000543,0.001267,102,298.15,997.139,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000544,0.000136,102,298.15,997.092,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000553,0.000237,102,298.15,997.096,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000556,0.002224,102,298.15,997.171,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000558,0.000372,102,298.15,997.103,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00056,0,102,298.15,997.083,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000564,0.001316,102,298.15,997.14,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00058,0.00087,102,298.15,997.125,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00058,0.00522,102,298.15,997.269,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0006,0.0006,102,298.15,997.117,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000603,6.7e-05,102,298.15,997.097,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000603,0.001407,102,298.15,997.146,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000624,0.000156,102,298.15,997.1,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000624,0.002496,102,298.15,997.183,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000628,0.000942,102,298.15,997.13,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000636,0.000424,102,298.15,997.112,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00065,0,102,298.15,997.091,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000663,0.001547,102,298.15,997.153,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000669,0.006021,102,298.15,997.301,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00067,0.00067,102,298.15,997.125,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000686,0.000294,102,298.15,997.108,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000693,7.7e-05,102,298.15,997.106,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000696,0.000174,102,298.15,997.106,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.0007,0,102,298.15,997.095,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000708,0.000472,102,298.15,997.119,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000714,0.000306,102,298.15,997.111,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000718,0.002872,102,298.15,997.202,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000724,0.001086,102,298.15,997.142,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000731,0.006579,102,298.15,997.323,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00075,0.00075,102,298.15,997.133,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00075,0.00175,102,298.15,997.165,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000752,0.000188,102,298.15,997.112,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00079,0,102,298.15,997.103,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000791,0.000339,102,298.15,997.118,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000801,8.9e-05,102,298.15,997.116,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000804,0.000536,102,298.15,997.129,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00082,0.00123,102,298.15,997.153,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000824,0.000206,102,298.15,997.119,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000838,0.003352,102,298.15,997.224,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000852,0.001988,102,298.15,997.18,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000856,0.000214,102,298.15,997.122,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000864,9.6e-05,102,298.15,997.122,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000875,0.000875,102,298.15,997.145,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000876,0.000584,102,298.15,997.136,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00089,0,102,298.15,997.112,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000918,0.000102,102,298.15,997.126,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000924,0.000396,102,298.15,997.13,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.000924,0.001386,102,298.15,997.164,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
fuYKc,0.00094,0.00094,102,298.15,997.151,Yin et al. (2015),Density,Liquid,AADYJk,O,water,ACOKCq,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],"1,2-bis(dimethyldodecylammonium)ethane dibromide",ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
