setid,"Temperature, K","Mole fraction of trihexyl(tetradecyl)phosphonium 1,2,3-triazolide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sfLqb,288.15,0.496,100,1069.7,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,288.15,0.7,100,991.3,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,288.15,0.847,100,945.3,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,288.15,1,100,904.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0,100,1377.5,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0.15,100,1256.4,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0.3,100,1162.5,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0.496,100,1066.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0.7,100,988.1,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,0.847,100,942.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,293.15,1,100,901.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0,100,1375.7,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0.15,100,1254.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0.3,100,1160.9,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0.496,100,1064.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0.7,100,986.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,0.847,100,940.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,295.15,1,100,900,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0,100,1372.9,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0.15,100,1252.3,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0.3,100,1158.6,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0.496,100,1062.6,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0.7,100,984.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,0.847,100,938.9,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,298.15,1,100,898.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0,100,1368.4,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0.15,100,1248.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0.3,100,1154.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0.496,100,1059.1,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0.7,100,981.6,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,0.847,100,935.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,303.15,1,100,895.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0,100,1363.8,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0.15,100,1244.1,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0.3,100,1151.1,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0.496,100,1055.6,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0.7,100,978.4,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,0.847,100,932.7,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,308.15,1,100,892.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0,100,1359.3,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0.15,100,1240,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0.3,100,1147.3,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0.496,100,1052.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0.7,100,975.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,0.847,100,929.6,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
sfLqb,313.15,1,100,889.2,Fillion and Brennecke (2017),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ACCHuD,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[c-]1c[nH]nn1,"trihexyl(tetradecyl)phosphonium 1,2,3-triazolide",,,
