setid,Solvent: Weight fraction of 2-ethoxyethan-1-ol,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DSbFi,0.1,308.15,0.01029,101,993.7,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,308.15,0.01105,101,993.7,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,308.15,0.01231,101,993.7,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,308.15,0.01319,101,993.8,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,308.15,0.01458,101,993.8,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,308.15,0.01578,101,993.8,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0,101,989,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00104,101,989,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00216,101,989.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00309,101,989.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00397,101,989.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00504,101,989.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00596,101,989.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00715,101,989.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00838,101,989.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.00935,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01029,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01105,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01231,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01319,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01458,101,989.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.1,318.15,0.01578,101,989.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0,101,1002.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00115,101,1002.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.002,101,1002.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00307,101,1002.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00409,101,1002.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00502,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00608,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.007,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00801,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.00882,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01041,101,1002.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01106,101,1002.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01203,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01304,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.014,101,1002.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01521,101,1002.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,288.15,0.01612,101,1002.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00115,101,998.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.002,101,998.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00307,101,998.1,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00409,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00502,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00608,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.007,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00801,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.00882,101,998.2,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01041,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01106,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01203,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01304,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.014,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01521,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,298.15,0.01612,101,998.3,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00115,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.002,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
DSbFi,0.2,308.15,0.00307,101,993.4,Kumar et al. (2016),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water
