setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AHmFN,293.15,0.003,100,1070.1,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.01,100,1070.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.021,100,1072.1,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.025,100,1072.3,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.046,100,1074,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.064,100,1075.3,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.1,100,1076.9,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.127,100,1077.5,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.208,100,1077.7,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,293.15,0.262,100,1075.4,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.003,100,1067.4,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.01,100,1068.1,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.021,100,1069.2,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.025,100,1069.5,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.046,100,1071.1,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
AHmFN,298.15,0.064,100,1072.3,Patinha et al. (2015),Density,Liquid,AADYJk,O,water,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,,,
