setid,"MolaLity of dodecyltrimethylammonium bromide, mol/kg","Temperature, K","Pressure, kPa",Specific density<SUP>*</SUP>,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cNHNc,0.05031,298.15,1030,1.0008,Archer (1987a),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
cNHNc,0.1,298.15,1030,1.0018,Archer (1987a),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
cNHNc,0.1646,298.15,1030,1.0023,Archer (1987a),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
cNHNc,0.2995,298.15,1030,1.0039,Archer (1987a),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
