setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium diethyl phosphate,Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
otKNu,298.15,0.6002,0.2008,100,1056,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,298.15,0.7002,0.1498,100,1082,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,298.15,0.8012,0.0998,100,1112,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,298.15,0.9001,0.0499,100,1122,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.1,0.451,100,933,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.2,0.4,100,951,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.3005,0.3505,100,977,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.401,0.3,100,997,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.5013,0.2497,100,1021,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.6002,0.2008,100,1050,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.7002,0.1498,100,1076,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.8012,0.0998,100,1106,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,303.15,0.9001,0.0499,100,1116,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.1,0.451,100,925,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.2,0.4,100,944,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.3005,0.3505,100,967,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.401,0.3,100,989,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.5013,0.2497,100,1012,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.6002,0.2008,100,1038,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.7002,0.1498,100,1065,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.8012,0.0998,100,1095,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,313.15,0.9001,0.0499,100,1108,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.1,0.451,100,918,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.2,0.4,100,936,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.3005,0.3505,100,957,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.401,0.3,100,979,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.5013,0.2497,100,1001,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.6002,0.2008,100,1025,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.7002,0.1498,100,1053,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.8012,0.0998,100,1085,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,323.15,0.9001,0.0499,100,1101,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.1,0.451,100,910,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.2,0.4,100,928,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.3005,0.3505,100,949,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.401,0.3,100,969,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.5013,0.2497,100,990,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.6002,0.2008,100,1012,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.7002,0.1498,100,1040,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.8012,0.0998,100,1071,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
otKNu,333.15,0.9001,0.0499,100,1092,Normazlan et al. (2014),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate
