setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eGcOo,273.15,0.001066,100,1066.91,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,283.15,0.001066,100,1060.64,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,293.15,0.001066,100,1054.32,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,293.15,0.001066,100,1054.4,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,298.15,0.001066,100,1051.22,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,298.15,0.001066,100,1051.27,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,303.15,0.001066,100,1048.1,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,313.15,0.001066,100,1042.02,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,323.15,0.001066,100,1036.02,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,333.15,0.001066,100,1030.03,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,343.15,0.001066,100,1024.08,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,353.15,0.001066,100,1018.16,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
eGcOo,363.15,0.001066,100,1012.27,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
