setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Solvent: MolaLity of L-methionine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cJbcm,308.15,0,0.01,101,994.583,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0,0.05,101,996.427,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0,0.1,101,998.445,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.003,0.01,101,994.647,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.003,0.05,101,996.382,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.003,0.1,101,998.486,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.006,0.01,101,994.695,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.006,0.05,101,996.43,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.006,0.1,101,998.534,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.009,0.01,101,994.741,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.009,0.05,101,996.474,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.009,0.1,101,998.577,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.012,0.01,101,994.798,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.012,0.05,101,996.525,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.012,0.1,101,998.625,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.015,0.01,101,994.848,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.015,0.05,101,996.565,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.015,0.1,101,998.663,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.018,0.01,101,994.89,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.018,0.05,101,996.607,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.018,0.1,101,998.701,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.021,0.01,101,994.926,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.021,0.05,101,996.659,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.021,0.1,101,998.754,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.024,0.01,101,994.973,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.024,0.05,101,996.694,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.024,0.1,101,998.797,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.027,0.01,101,995.013,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.027,0.05,101,996.737,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.027,0.1,101,998.833,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.03,0.01,101,995.053,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.03,0.05,101,996.791,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,308.15,0.03,0.1,101,998.878,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0,0.01,101,992.756,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0,0.05,101,994.583,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0,0.1,101,996.597,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.003,0.01,101,992.817,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.003,0.05,101,994.536,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.003,0.1,101,996.621,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.006,0.01,101,992.857,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.006,0.05,101,994.581,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.006,0.1,101,996.674,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.009,0.01,101,992.904,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.009,0.05,101,994.627,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.009,0.1,101,996.727,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.012,0.01,101,992.948,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.012,0.05,101,994.668,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.012,0.1,101,996.771,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.015,0.01,101,993.001,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.015,0.05,101,994.721,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.015,0.1,101,996.815,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.018,0.01,101,993.049,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.018,0.05,101,994.757,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.018,0.1,101,996.859,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.021,0.01,101,993.089,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.021,0.05,101,994.792,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.021,0.1,101,996.904,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.024,0.01,101,993.123,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.024,0.05,101,994.83,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.024,0.1,101,996.944,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.027,0.01,101,993.158,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.027,0.05,101,994.859,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.027,0.1,101,996.979,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.03,0.01,101,993.18,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.03,0.05,101,994.891,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
cJbcm,313.15,0.03,0.1,101,997.015,Sharma and Chauhan (2014),Density,Liquid,AAckyA,CSCC[C@H](N)C(=O)O,L-methionine,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
