setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EdOwR,0.111,298.15,101.3,1234.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.111,303.15,101.3,1230.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.111,315.15,101.3,1223.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.17,298.15,101.3,1233.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.17,303.15,101.3,1229.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.17,315.15,101.3,1222.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.259,298.15,101.3,1231.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.259,303.15,101.3,1227.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.259,315.15,101.3,1220.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
EdOwR,0.351,298.15,101.3,1228.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AADYJk,O,water,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
