setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ruPAJ,298.15,0,101,821.61,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.0874,101,847.17,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.1352,101,860.64,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.2208,101,884.32,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.3599,101,921.24,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.4693,101,949.07,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.5739,101,974.82,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.675,101,998.86,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.7673,101,1020.12,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.8721,101,1043.42,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,0.9619,101,1062.27,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,298.15,1,101,1069.8,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,308.15,0,101,814.64,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,308.15,0.0874,101,840.37,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,308.15,0.1352,101,853.92,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
ruPAJ,308.15,0.2208,101,877.72,Domanska and Krolikowska (2010a),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,,,
