setid,"Temperature, K","MolaLity of 4-decyl-4-methylmorpholinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eJWOx,298.15,0,101,776.627,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0103,101,777.57,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0136,101,777.865,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.021,101,778.534,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0262,101,779.004,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0316,101,779.483,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0421,101,780.411,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.064,101,782.326,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.0857,101,784.196,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.1077,101,786.062,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.1528,101,789.796,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.1862,101,792.516,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.2215,101,795.33,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.281,101,799.932,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,298.15,0.3405,101,804.433,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0,101,771.205,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0103,101,772.158,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0136,101,772.456,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.021,101,773.131,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0262,101,773.606,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0316,101,774.09,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0421,101,775.026,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.064,101,776.956,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.0857,101,778.84,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.1077,101,780.72,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.1528,101,784.481,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.1862,101,787.219,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.2215,101,790.051,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.281,101,794.687,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,303.15,0.3405,101,799.221,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0,101,765.748,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0103,101,766.71,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0136,101,767.011,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.021,101,767.692,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0262,101,768.171,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0316,101,768.659,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0421,101,769.603,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.064,101,771.55,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.0857,101,773.448,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.1077,101,775.34,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.1528,101,779.127,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.1862,101,781.888,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.2215,101,784.739,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.281,101,789.41,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,308.15,0.3405,101,793.972,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0,101,754.731,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0103,101,755.711,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0136,101,756.018,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.021,101,756.712,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0262,101,757.199,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0316,101,757.696,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0421,101,758.658,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.064,101,760.64,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.0857,101,762.572,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.1077,101,764.495,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.1528,101,768.33,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.1862,101,771.132,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.2215,101,774.027,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.281,101,778.767,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,318.15,0.3405,101,783.395,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0,101,743.56,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.0103,101,744.558,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.0136,101,744.87,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.021,101,745.576,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.0262,101,746.073,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.0316,101,746.578,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
eJWOx,328.15,0.0421,101,747.556,Marcinkowski et al. (2019b),Density,Liquid,ABLQFv,CCCCCCCCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,4-decyl-4-methylmorpholinium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
