setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium dimethyl phosphate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YLObv,293.15,0.6043,100,1182,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,293.15,0.7009,100,1207,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,293.15,0.797,100,1227,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,293.15,0.8995,100,1244,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,293.15,1,100,1260,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0,100,785,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.0201,100,816,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.0402,100,844,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.0803,100,892,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.1005,100,914,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.1193,100,932,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.1597,100,968,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.2006,100,1000,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.3005,100,1063,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.4031,100,1112,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.4996,100,1147,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.6043,100,1179,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.7009,100,1203,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.797,100,1223,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,0.8995,100,1241,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,298.15,1,100,1257,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0,100,781,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.0201,100,812,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.0402,100,840,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.0803,100,888,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.1005,100,910,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.1193,100,928,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.1597,100,964,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.2006,100,996,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.3005,100,1059,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.4031,100,1108,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.4996,100,1144,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.6043,100,1175,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.7009,100,1199,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.797,100,1220,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,0.8995,100,1237,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,303.15,1,100,1253,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0,100,777,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.0201,100,808,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.0402,100,836,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.0803,100,884,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.1005,100,906,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.1193,100,924,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.1597,100,960,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.2006,100,992,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.3005,100,1055,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.4031,100,1105,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.4996,100,1140,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.6043,100,1172,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.7009,100,1196,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.797,100,1216,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,0.8995,100,1234,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,308.15,1,100,1250,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0,100,772,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.0201,100,804,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.0402,100,831,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.0803,100,880,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.1005,100,902,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.1193,100,920,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.1597,100,957,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.2006,100,988,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.3005,100,1051,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.4031,100,1101,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.4996,100,1136,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.6043,100,1168,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.7009,100,1192,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.797,100,1213,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,0.8995,100,1230,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,313.15,1,100,1246,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0,100,768,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.0201,100,799,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.0402,100,827,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.0803,100,876,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.1005,100,898,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.1193,100,917,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.1597,100,953,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.2006,100,985,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.3005,100,1048,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.4031,100,1097,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.4996,100,1133,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.6043,100,1165,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.7009,100,1189,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.797,100,1209,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,0.8995,100,1227,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,318.15,1,100,1243,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0,100,763,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.0201,100,795,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.0402,100,823,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.0803,100,872,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.1005,100,894,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.1193,100,913,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.1597,100,949,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.2006,100,981,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.3005,100,1044,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.4031,100,1094,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.4996,100,1129,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.6043,100,1161,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.7009,100,1185,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.797,100,1206,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,0.8995,100,1223,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,323.15,1,100,1240,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0,100,759,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.0201,100,791,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.0402,100,819,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.0803,100,868,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
YLObv,328.15,0.1005,100,890,Krolikowska et al. (2023),Density,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",AAIsrh,CCO,ethanol,,,
