setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YyDrb,293.15,0,101,785,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.0004,101,785.7,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.0009,101,786.6,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.0014,101,787.5,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.0024,101,789.1,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.003,101,790.1,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.3513,101,1088.5,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.4011,101,1109.3,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.5057,101,1145.1,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.5991,101,1170.5,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.696,101,1192,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.7988,101,1210.9,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.9035,101,1227.1,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,0.9931,101,1238.8,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,293.15,1,101,1239.6,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YyDrb,298.15,0,101,781,Pereiro and Rodriguez (2008e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
