setid,"Temperature, K","Pressure, kPa",Mole ratio to solvent: decanoic acid,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HJeez,293,100,2,945,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,298,100,2,942,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,303,100,2,940,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,308,100,2,935,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,313,100,2,932,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,318,100,2,928,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,323,100,2,925,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,328,100,2,923,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
HJeez,333,100,2,921,Adhikari et al. (2019),Density,Liquid,ABiOOh,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],methyltrioctylammonium bromide,AAhGHf,CCCCCCCCCC(=O)O,decanoic acid,,,
