setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NvlWt,293.15,0,100,1021.7,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.1008,100,1068.1,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.2035,100,1112.9,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.3059,100,1153,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.4053,100,1183.5,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.5073,100,1208.3,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.6013,100,1227.1,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.7046,100,1244.5,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.8067,100,1260.5,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NvlWt,293.15,0.9059,100,1272.3,Rao et al. (2017a),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
